Comment ,Label,1_Comment,2_Comment,tokens,sent_tokens
"Sinh viên Trường Đại học Sư phạm Kỹ thuật Nam Định ""Giỏi lý thuyết, vững tay nghề, năng động và sáng tạo"".",1,sinh viên trường đại học sư phạm kỹ thuật nam định giỏi lý thuyết vững tay nghề năng động và sáng tạo,sinh viên trường đại học sư phạm kỹ thuật nam định giỏi lý thuyết vững tay nghề năng động và sáng tạo,"['sinh_viên', 'trường', 'đại_học', 'sư_phạm', 'kỹ_thuật', 'nam', 'định', 'giỏi', 'lý_thuyết', 'vững', 'tay_nghề', 'năng_động', 'và', 'sáng_tạo']",sinh_viên trường đại_học sư_phạm kỹ_thuật nam định giỏi lý_thuyết vững tay_nghề năng_động và sáng_tạo
tuyệt vời. chất lượng tốt,1,tuyệt vời chất lượng tốt,tuyệt vời chất lượng tốt,"['tuyệt_vời', 'chất_lượng', 'tốt']",tuyệt_vời chất_lượng tốt
Nơi bắt đầu của hành trình sự nghiệp.,1,nơi bắt đầu của hành trình sự nghiệp,nơi bắt đầu của hành trình sự nghiệp,"['nơi', 'bắt_đầu', 'của', 'hành_trình', 'sự_nghiệp']",nơi bắt_đầu của hành_trình sự_nghiệp
"Học phí ổn, không quá mắc",1,học phí ổn không quá mắc,học phí ổn không quá mắc,"['học_phí', 'ổn', 'không', 'quá', 'mắc']",học_phí ổn không quá mắc
thầy cô giáo ở trường rất dễ thương,1,thầy cô giáo ở trường rất dễ thương,thầy cô giáo ở trường rất dễ thương,"['thầy_cô', 'giáo', 'ở', 'trường', 'rất', 'dễ_thương']",thầy_cô giáo ở trường rất dễ_thương
trường khá tốt,1,trường khá tốt,trường khá tốt,"['trường', 'khá', 'tốt']",trường khá tốt
thấy cũng không có gì nổi bật,0,thấy cũng không có gì nổi bật,thấy cũng không có gì nổi bật,"['thấy', 'cũng', 'không', 'có', 'gì', 'nổi_bật']",thấy cũng không có gì nổi_bật
"Rộng rãi, mà vắng vẻ quá",0,rộng rãi mà vắng vẻ quá,rộng rãi mà vắng vẻ quá,"['rộng_rãi', 'mà', 'vắng_vẻ', 'quá']",rộng_rãi mà vắng_vẻ quá
Giáo trình giảng dạy còn hạn chế . Việc trả lại học phí và chi trả học bổng cực kỳ lâu gây ra cảm giác chán nản. Nhà trường cần khắc phục những vấn đề trên,0,giáo trình giảng dạy còn hạn chế việc trả lại học phí và chi trả học bổng cực kỳ lâu gây ra cảm giác chán nản nhà trường cần khắc phục những vấn đề trên,giáo trình giảng dạy còn hạn chế việc trả lại học phí và chi trả học bổng cực kỳ lâu gây ra cảm giác chán nản nhà trường cần khắc phục những vấn đề trên,"['giáo_trình', 'giảng_dạy', 'còn', 'hạn_chế', 'việc', 'trả', 'lại', 'học_phí', 'và', 'chi_trả', 'học_bổng', 'cực_kỳ', 'lâu', 'gây', 'ra', 'cảm_giác', 'chán_nản', 'nhà_trường', 'cần', 'khắc_phục', 'những', 'vấn_đề', 'trên']",giáo_trình giảng_dạy còn hạn_chế việc trả lại học_phí và chi_trả học_bổng cực_kỳ lâu gây ra cảm_giác chán_nản nhà_trường cần khắc_phục những vấn_đề trên
"Nhân dịp chào mừng năm học mới, chào mừng tân sinh viên nhập Trường, ngày 17 - 18/10/2019, Trường Đại học sư phạm Kỹ thuật Nam Định đã tổ chức nhiều hoạt động các hoạt động văn hóa, văn nghệ, thể dục thể thao, ngày hội việc làm, khởi nghiệp và kết nối doanh nghiệp thu hút đông đảo CB, GV, CNVC và sinh viên tham gia.",0,nhân dịp chào mừng năm học mới chào mừng tân sinh viên nhập trường ngày 17 18102019 trường đại học sư phạm kỹ thuật nam định đã tổ chức nhiều hoạt động các hoạt động văn hóa văn nghệ thể dục thể thao ngày hội việc làm khởi nghiệp và kết nối doanh nghiệp thu hút đông đảo cb gv cnvc và sinh viên tham gia,nhân dịp chào mừng năm học mới chào mừng tân sinh viên nhập trường ngày 17 18102019 trường đại học sư phạm kỹ thuật nam định đã tổ chức nhiều hoạt động các hoạt động văn hóa văn nghệ thể dục thể thao ngày hội việc làm khởi nghiệp và kết nối doanh nghiệp thu hút đông đảo cb gv cnvc và sinh viên tham gia,"['nhân_dịp', 'chào_mừng', 'năm_học', 'mới', 'chào_mừng', 'tân_sinh_viên', 'nhập_trường', 'ngày', '17', '18102019', 'trường', 'đại_học', 'sư_phạm', 'kỹ_thuật', 'nam', 'định', 'đã', 'tổ_chức', 'nhiều', 'hoạt_động', 'các', 'hoạt_động', 'văn_hóa', 'văn_nghệ', 'thể_dục', 'thể_thao', 'ngày', 'hội', 'việc_làm', 'khởi_nghiệp', 'và', 'kết_nối', 'doanh_nghiệp', 'thu_hút', 'đông_đảo', 'cb', 'gv', 'cnvc', 'và', 'sinh_viên', 'tham_gia']",nhân_dịp chào_mừng năm_học mới chào_mừng tân_sinh_viên nhập_trường ngày 17 18102019 trường đại_học sư_phạm kỹ_thuật nam định đã tổ_chức nhiều hoạt_động các hoạt_động văn_hóa văn_nghệ thể_dục thể_thao ngày hội việc_làm khởi_nghiệp và kết_nối doanh_nghiệp thu_hút đông_đảo cb gv cnvc và sinh_viên tham_gia
Trường trả học bổng cực kỳ lâu,0,trường trả học bổng cực kỳ lâu,trường trả học bổng cực kỳ lâu,"['trường', 'trả', 'học_bổng', 'cực_kỳ', 'lâu']",trường trả học_bổng cực_kỳ lâu
"Thiếu thiết bị phục vụ học tập ( máy chiếu, ...) , trang trường lỗi không được khắc phục, chi trả học bổng cho sinh viên cực kì lâu. Mong Trường cải thiện thêm !",0,thiếu thiết bị phục vụ học tập máy chiếu trang trường lỗi không được khắc phục chi trả học bổng cho sinh viên cực kì lâu mong trường cải thiện thêm,thiếu thiết bị phục vụ học tập máy chiếu trang trường lỗi không được khắc phục chi trả học bổng cho sinh viên cực kì lâu mong trường cải thiện thêm,"['thiếu', 'thiết_bị', 'phục_vụ', 'học_tập', 'máy_chiếu', 'trang', 'trường', 'lỗi', 'không', 'được', 'khắc_phục', 'chi_trả', 'học_bổng', 'cho', 'sinh_viên', 'cực_kì', 'lâu', 'mong', 'trường', 'cải_thiện', 'thêm']",thiếu thiết_bị phục_vụ học_tập máy_chiếu trang trường lỗi không được khắc_phục chi_trả học_bổng cho sinh_viên cực_kì lâu mong trường cải_thiện thêm
Không nên vào,0,không nên vào,không nên vào,"['không', 'nên', 'vào']",không nên vào
Rất chán,0,rất chán,rất chán,"['rất', 'chán']",rất chán
Kem,0,kem,kem,['kem'],kem
Không nên vào đây. Học phí không xứng vs csvc,0,không nên vào đây học phí không xứng vs csvc,không nên vào đây học phí không xứng vs csvc,"['không', 'nên', 'vào', 'đây', 'học_phí', 'không', 'xứng', 'vs', 'csvc']",không nên vào đây học_phí không xứng vs csvc
sai vị trí,0,sai vị trí,sai vị trí,"['sai', 'vị_trí']",sai vị_trí
May mà ra được trường,0,may mà ra được trường,may mà ra được trường,"['may', 'mà', 'ra', 'được', 'trường']",may mà ra được trường
khó hiểu trường ??,0,khó hiểu trường,khó hiểu trường,"['khó', 'hiểu', 'trường']",khó hiểu trường
dạy chán,0,dạy chán,dạy chán,"['dạy', 'chán']",dạy chán
Ảnh chưa đúng,0,ảnh chưa đúng,ảnh chưa đúng,"['ảnh', 'chưa', 'đúng']",ảnh chưa đúng
chúc mừng các em. giỏi quá,1,chúc mừng các em giỏi quá,chúc mừng các em giỏi quá,"['chúc_mừng', 'các', 'em', 'giỏi', 'quá']",chúc_mừng các em giỏi quá
Chúc mừng các em sinh viên,1,chúc mừng các em sinh viên,chúc mừng các em sinh viên,"['chúc_mừng', 'các', 'em', 'sinh_viên']",chúc_mừng các em sinh_viên
Chúc mừng UNETI vô địch,1,chúc mừng uneti vô địch,chúc mừng uneti vô địch,"['chúc_mừng', 'uneti', 'vô_địch']",chúc_mừng uneti vô_địch
Tuyệt vời!,1,tuyệt vời,tuyệt vời,['tuyệt_vời'],tuyệt_vời
Uneti chiến thắng,1,uneti chiến thắng,uneti chiến thắng,"['uneti', 'chiến_thắng']",uneti chiến_thắng
A Đậu có tham gia không anh,1,a đậu có tham gia không anh,đậu có tham gia không anh,"['đậu', 'có', 'tham_gia', 'không', 'anh']",đậu có tham_gia không anh
"Cho tôi hỏi UNETI quy định thời gian đăng ký xét tuyển sớm năm 2024 bằng kết quả thi ĐGNL của ĐHQGHN là khi nào, hướng dẫn tôi cách đăng ký xét tuyển sớm. Trân trọng cảm ơn",1,cho tôi hỏi uneti quy định thời gian đăng ký xét tuyển sớm năm 2024 bằng kết quả thi đgnl của đhqghn là khi nào hướng dẫn tôi cách đăng ký xét tuyển sớm trân trọng cảm ơn,cho tôi hỏi uneti quy định thời gian đăng ký xét tuyển sớm năm 2024 bằng kết quả thi đgnl của đhqghn là khi nào hướng dẫn tôi cách đăng ký xét tuyển sớm trân trọng cảm ơn,"['cho', 'tôi', 'hỏi', 'uneti', 'quy_định', 'thời_gian', 'đăng_ký', 'xét', 'tuyển', 'sớm', 'năm', '2024', 'bằng', 'kết_quả', 'thi', 'đgnl', 'của', 'đhqghn', 'là', 'khi', 'nào', 'hướng_dẫn', 'tôi', 'cách', 'đăng_ký', 'xét', 'tuyển', 'sớm', 'trân_trọng', 'cảm_ơn']",cho tôi hỏi uneti quy_định thời_gian đăng_ký xét tuyển sớm năm 2024 bằng kết_quả thi đgnl của đhqghn là khi nào hướng_dẫn tôi cách đăng_ký xét tuyển sớm trân_trọng cảm_ơn
Mình cần 1 bạn lễ tân cho trung tâm ngoại ngữ partime ca tối 20k/h+ thưởng.ưu tiên sinh viên,1,mình cần 1 bạn lễ tân cho trung tâm ngoại ngữ partime ca tối 20kh thưởngưu tiên sinh viên,mình cần 1 bạn lễ tân cho trung tâm ngoại ngữ partime ca tối 20kh thưởngưu tiên sinh viên,"['mình', 'cần', '1', 'bạn', 'lễ_tân', 'cho', 'trung_tâm', 'ngoại_ngữ', 'partime', 'ca', 'tối', '20kh', 'thưởngưu', 'tiên_sinh_viên']",mình cần 1 bạn lễ_tân cho trung_tâm ngoại_ngữ partime ca tối 20kh thưởngưu tiên_sinh_viên
Các ban đi trước tư vấn giúp mình ngày nào nôp đc hồ sơ vaof trường,1,các ban đi trước tư vấn giúp mình ngày nào nôp đc hồ sơ vaof trường,các ban đi trước tư vấn giúp mình ngày nào nôp đc hồ sơ vaof trường,"['các', 'ban', 'đi', 'trước', 'tư_vấn', 'giúp', 'mình', 'ngày', 'nào', 'nôp', 'đc', 'hồ_sơ', 'vaof', 'trường']",các ban đi trước tư_vấn giúp mình ngày nào nôp đc hồ_sơ vaof trường
sv đã k nhiệt rồi nghe MC còn chán hơn kk,1,sv đã k nhiệt rồi nghe mc còn chán hơn kk,sv đã k nhiệt rồi nghe mc còn chán hơn kk,"['sv', 'đã', 'k', 'nhiệt', 'rồi', 'nghe', 'mc', 'còn', 'chán', 'hơn', 'kk']",sv đã k nhiệt rồi nghe mc còn chán hơn kk
Ra trường lâu lắm r,0,ra trường lâu lắm r,ra trường lâu lắm r,"['ra', 'trường', 'lâu', 'lắm', 'r']",ra trường lâu lắm r
Cs nam định hay hn v ạ,1,cs nam định hay hn v ạ,cs nam định hay hn v ạ,"['cs', 'nam', 'định', 'hay', 'hn', 'v', 'ạ']",cs nam định hay hn v ạ
Hồi còn đi học thì....,1,hồi còn đi học thì,hồi còn đi học thì,"['hồi', 'còn', 'đi', 'học', 'thì']",hồi còn đi học thì
về trường c mà xem,1,về trường c mà xem,về trường c mà xem,"['về', 'trường', 'c', 'mà', 'xem']",về trường c mà xem
Em có con muốn nôp đơn vào ngôi trường này các Quý thầy cô chỉ giúp em cách nôp đơn a .E xin cám ơn,1,em có con muốn nôp đơn vào ngôi trường này các quý thầy cô chỉ giúp em cách nôp đơn a e xin cám ơn,em có con muốn nôp đơn vào ngôi trường này các quý thầy cô chỉ giúp em cách nôp đơn e xin cám ơn,"['em', 'có', 'con', 'muốn', 'nôp', 'đơn', 'vào', 'ngôi', 'trường', 'này', 'các', 'quý', 'thầy_cô', 'chỉ', 'giúp', 'em', 'cách', 'nôp', 'đơn', 'e', 'xin', 'cám_ơn']",em có con muốn nôp đơn vào ngôi trường này các quý thầy_cô chỉ giúp em cách nôp đơn e xin cám_ơn
Chúc Nhà trường năm học 2023-2024 gặt hái nhiều thành công,1,chúc nhà trường năm học 20232024 gặt hái nhiều thành công,chúc nhà trường năm học 20232024 gặt hái nhiều thành công,"['chúc', 'nhà_trường', 'năm_học', '20232024', 'gặt_hái', 'nhiều', 'thành_công']",chúc nhà_trường năm_học 20232024 gặt_hái nhiều thành_công
Tôi nhặt đc chiếc ví . Mong mng chia sẻ hộ để e nhận lại,1,tôi nhặt đc chiếc ví mong mng chia sẻ hộ để e nhận lại,tôi nhặt đc chiếc ví mong mng chia sẻ hộ để e nhận lại,"['tôi', 'nhặt', 'đc', 'chiếc', 'ví', 'mong', 'mng', 'chia_sẻ', 'hộ', 'để', 'e', 'nhận', 'lại']",tôi nhặt đc chiếc ví mong mng chia_sẻ hộ để e nhận lại
Lâu có điểm xét học bạ quá,0,lâu có điểm xét học bạ quá,lâu có điểm xét học bạ quá,"['lâu', 'có', 'điểm', 'xét', 'học_bạ', 'quá']",lâu có điểm xét học_bạ quá
Dạ cảm ơn vì đã giảm nma tiếng anh dưới 6,0,dạ cảm ơn vì đã giảm nma tiếng anh dưới 6,dạ cảm ơn vì đã giảm nma tiếng anh dưới 6,"['dạ', 'cảm_ơn', 'vì', 'đã', 'giảm', 'nma', 'tiếng', 'anh', 'dưới', '6']",dạ cảm_ơn vì đã giảm nma tiếng anh dưới 6
Trường mình có kq xét hb chưa,1,trường mình có kq xét hb chưa,trường mình có kq xét hb chưa,"['trường', 'mình', 'có', 'kq', 'xét', 'hb', 'chưa']",trường mình có kq xét hb chưa
"B ơi, nếu đk ở hà nội thì hoch cae 4 năm ở hà nội à b",1,b ơi nếu đk ở hà nội thì hoch cae 4 năm ở hà nội à b,b ơi nếu đk ở hà nội thì hoch cae 4 năm ở hà nội à b,"['b', 'ơi', 'nếu', 'đk', 'ở', 'hà_nội', 'thì', 'hoch', 'cae', '4', 'năm', 'ở', 'hà_nội', 'à', 'b']",b ơi nếu đk ở hà_nội thì hoch cae 4 năm ở hà_nội à b
Cho em hỏi nhà trường còn xét tuyển nguyện vọng nữa không ạ,1,cho em hỏi nhà trường còn xét tuyển nguyện vọng nữa không ạ,cho em hỏi nhà trường còn xét tuyển nguyện vọng nữa không ạ,"['cho', 'em', 'hỏi', 'nhà_trường', 'còn', 'xét', 'tuyển', 'nguyện_vọng', 'nữa', 'không', 'ạ']",cho em hỏi nhà_trường còn xét tuyển nguyện_vọng nữa không ạ
Điểm sàn bằng điểm thi,1,điểm sàn bằng điểm thi,điểm sàn bằng điểm thi,"['điểm_sàn', 'bằng', 'điểm', 'thi']",điểm_sàn bằng điểm thi
Gửi cho em xin phiêu ĐK xét tuyển với ạ,1,gửi cho em xin phiêu đk xét tuyển với ạ,gửi cho em xin phiêu đk xét tuyển với ạ,"['gửi', 'cho', 'em', 'xin', 'phiêu', 'đk', 'xét', 'tuyển', 'với', 'ạ']",gửi cho em xin phiêu đk xét tuyển với ạ
đây là co so ở minh khai à,1,đây là co so ở minh khai à,đây là co so ở minh khai à,"['đây', 'là', 'co', 'so', 'ở', 'minh', 'khai', 'à']",đây là co so ở minh khai à
Công nghiệp c7ngx là trường cực của mình.tự hào.,1,công nghiệp c7ngx là trường cực của mìnhtự hào,công nghiệp c7ngx là trường cực của mìnhtự hào,"['công_nghiệp', 'c7ngx', 'là', 'trường', 'cực', 'của', 'mìnhtự', 'hào']",công_nghiệp c7ngx là trường cực của mìnhtự hào
Kinh tế kĩ thuật công nghiệp cố lên mái trường mến yêu.,1,kinh tế kĩ thuật công nghiệp cố lên mái trường mến yêu,kinh tế kĩ thuật công nghiệp cố lên mái trường mến yêu,"['kinh_tế', 'kĩ_thuật', 'công_nghiệp', 'cố', 'lên', 'mái', 'trường', 'mến_yêu']",kinh_tế kĩ_thuật công_nghiệp cố lên mái trường mến_yêu
Ko tra đc ???,0,ko tra đc,ko tra đc,"['ko', 'tra', 'đc']",ko tra đc
Trường có tiêu chí phụ j ko,1,trường có tiêu chí phụ j ko,trường có tiêu chí phụ j ko,"['trường', 'có', 'tiêu_chí', 'phụ', 'j', 'ko']",trường có tiêu_chí phụ j ko
"Cho mình hỏi là con mình đỗ vào trường nhưng muốn
chuyển ngành học có được ko? Và thủ tục thế nào ah?",1,cho mình hỏi là con mình đỗ vào trường nhưng muốn chuyển ngành học có được ko và thủ tục thế nào ah,cho mình hỏi là con mình đỗ vào trường nhưng muốn chuyển ngành học có được ko và thủ tục thế nào ah,"['cho', 'mình', 'hỏi', 'là', 'con', 'mình', 'đỗ', 'vào', 'trường', 'nhưng', 'muốn', 'chuyển', 'ngành', 'học', 'có', 'được', 'ko', 'và', 'thủ_tục', 'thế_nào', 'ah']",cho mình hỏi là con mình đỗ vào trường nhưng muốn chuyển ngành học có được ko và thủ_tục thế_nào ah
Nhà trường cho mình Đã có phương án xét tuyển học bạ năm 2022 chưa,1,nhà trường cho mình đã có phương án xét tuyển học bạ năm 2022 chưa,nhà trường cho mình đã có phương án xét tuyển học bạ năm 2022 chưa,"['nhà_trường', 'cho', 'mình', 'đã', 'có', 'phương_án', 'xét', 'tuyển', 'học_bạ', 'năm', '2022', 'chưa']",nhà_trường cho mình đã có phương_án xét tuyển học_bạ năm 2022 chưa
"Tôi đã cố gắng liên hệ với hotline mãi mà không được, cả vào giờ hành chính 
và buổi tối có ai hiểu xin giải đáp giúp ạ?? trân trọng cảm ơn.",0,tôi đã cố gắng liên hệ với hotline mãi mà không được cả vào giờ hành chính và buổi tối có ai hiểu xin giải đáp giúp ạ trân trọng cảm ơn,tôi đã cố gắng liên hệ với hotline mãi mà không được cả vào giờ hành chính và buổi tối có ai hiểu xin giải đáp giúp ạ trân trọng cảm ơn,"['tôi', 'đã', 'cố_gắng', 'liên_hệ', 'với', 'hotline', 'mãi', 'mà', 'không', 'được', 'cả', 'vào', 'giờ', 'hành_chính', 'và', 'buổi', 'tối', 'có', 'ai', 'hiểu', 'xin', 'giải_đáp', 'giúp', 'ạ', 'trân_trọng', 'cảm_ơn']",tôi đã cố_gắng liên_hệ với hotline mãi mà không được cả vào giờ hành_chính và buổi tối có ai hiểu xin giải_đáp giúp ạ trân_trọng cảm_ơn
mong trường sớm công bố điểm để chúng em đỡ lo,0,mong trường sớm công bố điểm để chúng em đỡ lo,mong trường sớm công bố điểm để chúng em đỡ lo,"['mong', 'trường', 'sớm', 'công_bố', 'điểm', 'để', 'chúng', 'em', 'đỡ', 'lo']",mong trường sớm công_bố điểm để chúng em đỡ lo
Học trường này ra trường có dễ xin việc không các bạn ?,1,học trường này ra trường có dễ xin việc không các bạn,học trường này ra trường có dễ xin việc không các bạn,"['học', 'trường', 'này', 'ra', 'trường', 'có_dễ', 'xin', 'việc', 'không', 'các', 'bạn']",học trường này ra trường có_dễ xin việc không các bạn
Không có công nghệ thông tin à,0,không có công nghệ thông tin à,không có công nghệ thông tin à,"['không', 'có', 'công_nghệ', 'thông_tin', 'à']",không có công_nghệ thông_tin à
Tại sao các sinh viên lại phải có 1 học kì học tại Nam Định vậy ?,0,tại sao các sinh viên lại phải có 1 học kì học tại nam định vậy,tại sao các sinh viên lại phải có 1 học kì học tại nam định vậy,"['tại_sao', 'các', 'sinh_viên', 'lại', 'phải', 'có', '1', 'học_kì', 'học', 'tại', 'nam', 'định_vậy']",tại_sao các sinh_viên lại phải có 1 học_kì học tại nam định_vậy
Cơ sở vật chất ngày càng cải thiện và đó là điểm duy nhất được của trường.,0,cơ sở vật chất ngày càng cải thiện và đó là điểm duy nhất được của trường,cơ sở vật chất ngày càng cải thiện và đó là điểm duy nhất được của trường,"['cơ_sở', 'vật_chất', 'ngày_càng', 'cải_thiện', 'và', 'đó', 'là', 'điểm', 'duy_nhất', 'được', 'của', 'trường']",cơ_sở vật_chất ngày_càng cải_thiện và đó là điểm duy_nhất được của trường
"Giảng viên nhiệt tình. Cơ sở vật chất tốt hơn cơ sở trên Hà Nội nhiều.
View trên tầng 15 cực đẹp",1,giảng viên nhiệt tình cơ sở vật chất tốt hơn cơ sở trên hà nội nhiều view trên tầng 15 cực đẹp,giảng viên nhiệt tình cơ sở vật chất tốt hơn cơ sở trên hà nội nhiều view trên tầng 15 cực đẹp,"['giảng_viên', 'nhiệt_tình', 'cơ_sở', 'vật_chất', 'tốt', 'hơn', 'cơ_sở', 'trên', 'hà_nội', 'nhiều', 'view', 'trên', 'tầng', '15', 'cực', 'đẹp']",giảng_viên nhiệt_tình cơ_sở vật_chất tốt hơn cơ_sở trên hà_nội nhiều view trên tầng 15 cực đẹp
"Trường đẹp lắm ạ.thầy cô rất quan tâm đến sinh viên
anh chị thì rất thân thiện ạ",1,trường đẹp lắm ạthầy cô rất quan tâm đến sinh viên anh chị thì rất thân thiện ạ,trường đẹp lắm ạthầy cô rất quan tâm đến sinh viên anh chị thì rất thân thiện ạ,"['trường', 'đẹp', 'lắm', 'ạthầy', 'cô', 'rất', 'quan_tâm', 'đến', 'sinh_viên', 'anh_chị', 'thì', 'rất', 'thân_thiện', 'ạ']",trường đẹp lắm ạthầy cô rất quan_tâm đến sinh_viên anh_chị thì rất thân_thiện ạ
"Trời nóng nhưng điều hoà không hoạt động nên nóng kinh.
Ảnh hưởng lí trí học tập lắm",0,trời nóng nhưng điều hoà không hoạt động nên nóng kinh ảnh hưởng lí trí học tập lắm,trời nóng nhưng điều hoà không hoạt động nên nóng kinh ảnh hưởng lí trí học tập lắm,"['trời', 'nóng', 'nhưng', 'điều_hoà', 'không', 'hoạt_động', 'nên', 'nóng', 'kinh', 'ảnh_hưởng', 'lí_trí', 'học_tập', 'lắm']",trời nóng nhưng điều_hoà không hoạt_động nên nóng kinh ảnh_hưởng lí_trí học_tập lắm
"Trường đào tạo khá nhiều ngành nghề đáp ứng
nhu cầu lao động của xã hội.",1,trường đào tạo khá nhiều ngành nghề đáp ứng nhu cầu lao động của xã hội,trường đào tạo khá nhiều ngành nghề đáp ứng nhu cầu lao động của xã hội,"['trường', 'đào_tạo', 'khá', 'nhiều', 'ngành_nghề', 'đáp_ứng', 'nhu_cầu', 'lao_động', 'của', 'xã_hội']",trường đào_tạo khá nhiều ngành_nghề đáp_ứng nhu_cầu lao_động của xã_hội
Công tác phong trào của trường cũng thường xuyên được quan tâm,1,công tác phong trào của trường cũng thường xuyên được quan tâm,công tác phong trào của trường cũng thường xuyên được quan tâm,"['công_tác_phong_trào', 'của', 'trường', 'cũng', 'thường_xuyên', 'được', 'quan_tâm']",công_tác_phong_trào của trường cũng thường_xuyên được quan_tâm
"Trường đang sửa chữa , khi hoàn thành sẽ rất tốt cho các bạn SV",1,trường đang sửa chữa khi hoàn thành sẽ rất tốt cho các bạn sv,trường đang sửa chữa khi hoàn thành sẽ rất tốt cho các bạn sv,"['trường', 'đang', 'sửa_chữa', 'khi', 'hoàn_thành', 'sẽ', 'rất', 'tốt', 'cho', 'các', 'bạn', 'sv']",trường đang sửa_chữa khi hoàn_thành sẽ rất tốt cho các bạn sv
Trường quá tồi Thông báo cho học sinh không rõ ràng,0,trường quá tồi thông báo cho học sinh không rõ ràng,trường quá tồi thông báo cho học sinh không rõ ràng,"['trường', 'quá', 'tồi', 'thông_báo', 'cho', 'học_sinh', 'không', 'rõ_ràng']",trường quá tồi thông_báo cho học_sinh không rõ_ràng
"Trường bề thế khang trang nằm giữa trung tâm tp. 
Giảng viên giảng dạy tốt. Có khu KTX trong khuôn viên trường",1,trường bề thế khang trang nằm giữa trung tâm tp giảng viên giảng dạy tốt có khu ktx trong khuôn viên trường,trường bề thế khang trang nằm giữa trung tâm tp giảng viên giảng dạy tốt có khu ktx trong khuôn viên trường,"['trường', 'bề_thế', 'khang_trang', 'nằm', 'giữa', 'trung_tâm', 'tp', 'giảng_viên', 'giảng_dạy', 'tốt', 'có', 'khu', 'ktx', 'trong', 'khuôn_viên', 'trường']",trường bề_thế khang_trang nằm giữa trung_tâm tp giảng_viên giảng_dạy tốt có khu ktx trong khuôn_viên trường
Chất lượng đào tạo và cơ sở vật chất rất tuyệt vời,1,chất lượng đào tạo và cơ sở vật chất rất tuyệt vời,chất lượng đào tạo và cơ sở vật chất rất tuyệt vời,"['chất_lượng', 'đào_tạo', 'và', 'cơ_sở', 'vật_chất', 'rất', 'tuyệt_vời']",chất_lượng đào_tạo và cơ_sở vật_chất rất tuyệt_vời
có quán xôi đối diện cổng trường rẻ mà khá ngon!!! (quán đầu từ phía đèn xanh đỏ sang.,1,có quán xôi đối diện cổng trường rẻ mà khá ngon quán đầu từ phía đèn xanh đỏ sang,có quán xôi đối diện cổng trường rẻ mà khá ngon quán đầu từ phía đèn xanh đỏ sang,"['có', 'quán', 'xôi', 'đối_diện', 'cổng', 'trường', 'rẻ', 'mà', 'khá', 'ngon', 'quán', 'đầu', 'từ', 'phía', 'đèn_xanh', 'đỏ', 'sang']",có quán xôi đối_diện cổng trường rẻ mà khá ngon quán đầu từ phía đèn_xanh đỏ sang
"Biết vậy ngày xưa về NĐ học cho sướng,thời tôi học ở HN 
phải đi thuê phòng học của trường THPT để học",1,biết vậy ngày xưa về nđ học cho sướngthời tôi học ở hn phải đi thuê phòng học của trường thpt để học,biết vậy ngày xưa về nđ học cho sướngthời tôi học ở hn phải đi thuê phòng học của trường thpt để học,"['biết', 'vậy', 'ngày_xưa', 'về', 'nđ', 'học', 'cho', 'sướngthời', 'tôi', 'học', 'ở', 'hn', 'phải', 'đi', 'thuê', 'phòng', 'học', 'của', 'trường', 'thpt', 'để', 'học']",biết vậy ngày_xưa về nđ học cho sướngthời tôi học ở hn phải đi thuê phòng học của trường thpt để học
"Trường đẹp, gọi hotline trả lời nhiệt tình",1,trường đẹp gọi hotline trả lời nhiệt tình,trường đẹp gọi hotline trả lời nhiệt tình,"['trường', 'đẹp', 'gọi', 'hotline', 'trả_lời', 'nhiệt_tình']",trường đẹp gọi hotline trả_lời nhiệt_tình
"Trường đang trong quá trình xây dựng, sửa chữa cơ sở hạ tầng để
phục vụ người học ngày một tốt hơn",1,trường đang trong quá trình xây dựng sửa chữa cơ sở hạ tầng để phục vụ người học ngày một tốt hơn,trường đang trong quá trình xây dựng sửa chữa cơ sở hạ tầng để phục vụ người học ngày một tốt hơn,"['trường', 'đang', 'trong', 'quá_trình', 'xây_dựng', 'sửa_chữa', 'cơ_sở', 'hạ_tầng', 'để', 'phục_vụ', 'người', 'học', 'ngày_một', 'tốt', 'hơn']",trường đang trong quá_trình xây_dựng sửa_chữa cơ_sở hạ_tầng để phục_vụ người học ngày_một tốt hơn
